CO (ug/m3),H2S (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),Ruido (dB),UV,Humedad (%),Latitud,Longitud,Presion (hPa),Temperatura (C),Fecha
0,22.9,89.105,26.465,46.738,16.051,4143.703,64.499,0,96.526,-12.1097229999998,-77.0519399999991,100721.729,21.808,19/03/2020 00:00:00
0,17.316,86.097,13.353,53.108,18.044,4138.884,61.748,0,98.176,-12.1097229999998,-77.0519399999991,100695.42,21.799,19/03/2020 01:00:00
0,17.838,82.118,15.123,45.089,16.544,4137.813,60.899,0,98.647,-12.1097229999998,-77.0519399999991,100625.105,21.628,19/03/2020 02:00:00
0,12.254,79.253,9.287,52.324,19.552,4133.146,58.933,0,99.3,-12.1097229999998,-77.0519399999991,100590.139,21.199,19/03/2020 03:00:00
0,10.667,75.726,2.459,57.168,21.981,4153.155,58.869,0,99.3,-12.1097229999998,-77.0519399999991,100568.26,21.317,19/03/2020 04:00:00
0,10.144,73.919,1.379,68.673,25.286,4161.919,58.933,0,99.3,-12.1097229999998,-77.0519399999991,100562.488,21.378,19/03/2020 05:00:00
0,10.208,74.844,2.017,56.807,21.08,4153.471,59.059,0,99.3,-12.1097229999998,-77.0519399999991,100590.305,21.318,19/03/2020 06:00:00
3.521,11.321,75.086,1.045,48.975,19.102,4187.201,60.251,0,99.005,-12.1097229999998,-77.051939999999,100653.544,21.638,19/03/2020 07:00:00
0,7.835,67.666,0.29,23.228,10.561,4251.355,60.748,0.179,97.274,-12.1097229999998,-77.051939999999,100741.85,21.871,19/03/2020 08:00:00
5.67,1.153,37.649,0.003,9.773,5.273,5174.158,61.305,3.446,88.313,-12.1097229999998,-77.051939999999,100779.707,23.841,19/03/2020 09:00:00
0,3.596,4.841,1.04,9.286,4.9,6308.771,61.45,4.365,82.435,-12.1097229999998,-77.0519399999991,100778.373,24.818,19/03/2020 10:00:00
0,14.973,0.012,0,7.778,4.504,6145.998,61.808,5.314,81.384,-12.1097229999998,-77.0519399999991,100775.384,24.915,19/03/2020 11:00:00
0,0.411,0.733,2.196,9.135,5.013,11.844,61.741,5.561,79.714,-12.1097229999998,-77.0519399999991,100765.908,25.466,19/03/2020 12:00:00
