CO (ug/m3),H2S (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),Ruido (dB),UV,Humedad (%),Latitud,Longitud,Presion (hPa),Temperatura (C),Fecha
741.199,2.767,0,452.828,6.753,1.64,0,61.064,5.944,39.675,-12.054722,-77.029724,99496.728,32.864,23/03/2020 10:00:00
868.938,33.977,0,309.353,5.684,1.458,0.022,65.614,6.197,43.185,-12.0547220000001,-77.029724,99462.217,32.026,23/03/2020 11:00:00
1033.191,95.312,5.798,169.954,9.572,2.158,0.035,67.285,2.608,53.592,-12.054722,-77.029724,99367.573,30.142,23/03/2020 13:00:00
1128.527,80.725,11.454,78.159,6.627,2.066,0,64.473,0.509,56.197,-12.0547220000001,-77.029724,99316.254,29.559,23/03/2020 14:00:00
1021.037,41.34,4.637,54.131,8.89,1.889,0,68.065,0.371,49.515,-12.054722,-77.029724,99245.296,30.801,23/03/2020 15:00:00
1011.452,92.513,18.459,57.491,23.444,3.7,0,69.702,0.531,53.354,-12.0547220000001,-77.029724,99207.578,29.077,23/03/2020 16:00:00
1120.727,114.062,55.234,8.22,49.543,6.703,0,73.292,0.576,62.103,-12.0547220000001,-77.029724,99249.334,27.755,23/03/2020 17:00:00
1158.096,139.021,74.727,1.302,38.03,5.796,0,74.342,0.438,74.161,-12.054722,-77.029724,99326.781,25.516,23/03/2020 18:00:00
1128.065,123.441,81.307,0,21.202,4.942,0,74.17,0.029,81.758,-12.054722,-77.029724,99387.667,23.842,23/03/2020 19:00:00
1071.345,96.421,80.448,0,16.871,4.724,0,73.612,0,86.764,-12.054722,-77.029724,99440.38,23.187,23/03/2020 20:00:00
1018.572,71.14,72.469,0,15.067,4.676,0,72.473,0,90.906,-12.054722,-77.029724,99492.597,22.629,23/03/2020 21:00:00
960.894,51.097,60.607,0,12.997,4.718,0,69.39,0,89.91,-12.0547220000001,-77.029724,99553.946,22.767,23/03/2020 22:00:00
914.86,38.166,54.68,0,14.167,5.06,0,60.989,0,90.932,-12.054722,-77.029724,99600.775,22.592,23/03/2020 23:00:00
904.24,27.313,50.921,0,12.489,4.727,0,55.734,0,91.249,-12.054722,-77.029724,99578.661,22.417,24/03/2020 00:00:00
887.95,22.495,49.202,0,13.487,4.869,0,55.371,0,91.86,-12.054722,-77.029724,99522.17,22.255,24/03/2020 01:00:00
878.726,19.917,48.076,0,16.683,5.441,0,53.378,0,92.453,-12.054722,-77.029724,99485.696,22.159,24/03/2020 02:00:00
862.192,17.701,47.707,0,27.124,7.294,0,51.63,0,93.963,-12.0547220000001,-77.029724,99452.999,21.908,24/03/2020 03:00:00
856.445,14.37,42.982,0,20.486,6.433,0,52.416,0,94.325,-12.054722,-77.029724,99438.818,21.829,24/03/2020 04:00:00
855.657,12.421,40.4,0,15.52,5.677,0,51.771,0,94.177,-12.054722,-77.029724,99443.73,21.764,24/03/2020 05:00:00
871.532,11.826,41.094,0,16.841,6.163,0,52.719,0,93.498,-12.054722,-77.029724,99469.446,21.847,24/03/2020 06:00:00
1063.706,18.714,46.378,0,19.472,6.99,0,53.178,0.931,89.36,-12.054722,-77.029724,99484.502,22.661,24/03/2020 07:00:00
1009.758,6.351,2.012,16.371,18.157,6.158,0,53.865,4.275,72.299,-12.054722,-77.029724,99500.712,26.563,24/03/2020 08:00:00
742.047,1.899,0,186.127,12.129,4.502,0,54.347,5.131,74.097,-12.0547220000001,-77.029724,99539.411,25.902,24/03/2020 09:00:00
732.395,2.417,0,206.296,11.004,4.069,0,55.988,5.839,68.493,-12.0547220000001,-77.029724,99525.483,27.265,24/03/2020 10:00:00
899.767,7.75,0,116.272,9.885,3.629,0,56.882,6.041,63.962,-12.054722,-77.029724,99481.504,28.397,24/03/2020 11:00:00
808.373,9.478,0,190.013,9.64,3.413,0,55.473,5.514,63.884,-12.0547220000001,-77.029724,99394.045,28.299,24/03/2020 12:00:00
960.093,11.129,0.301,182.39,10.397,3.69,0,61.917,2.497,57.823,-12.054722,-77.029724,99307.598,29.976,24/03/2020 13:00:00
949.098,25.655,1.102,107.353,6.799,2.233,0,63.417,0.507,57.178,-12.054722,-77.029724,99211.094,29.891,24/03/2020 14:00:00
978.154,53.374,7.508,66.164,5.256,1.802,0,58.775,0.405,64.13,-12.054722,-77.029724,99157.397,27.78,24/03/2020 15:00:00
1001.859,54.518,35.288,18.275,5.079,1.868,0,55.576,0.406,69.401,-12.0547220000001,-77.029724,99129.295,26.482,24/03/2020 16:00:00
987.553,65.539,34.59,10.052,6.104,2.021,0,54.546,0.527,70.401,-12.054722,-77.029724,99181.961,26.162,24/03/2020 17:00:00
1017.098,105.847,42.835,3.716,10.677,3.501,0,53.668,0.564,73.906,-12.0547220000001,-77.029724,99247.656,25.05,24/03/2020 18:00:00
1087.213,122.701,72.044,0.12,15.001,4.725,0,57.543,0.025,82.627,-12.054722,-77.029724,99310.152,23.271,24/03/2020 19:00:00
1091.656,98.472,81.233,0,13.056,4.758,0,62.177,0,87.467,-12.054722,-77.029724,99387.432,22.79,24/03/2020 20:00:00
1015.948,74.04,68.611,0,13.673,4.84,0,66.057,0,88.868,-12.054722,-77.029724,99403.081,22.627,24/03/2020 21:00:00
946.455,56.311,61.689,0,13.079,5.004,0,65.502,0,90.131,-12.054722,-77.029724,99443.972,22.43,24/03/2020 22:00:00
913.839,38.628,53.272,0,13.784,4.915,0,62.087,0,90.825,-12.054722,-77.029724,99474.781,22.211,24/03/2020 23:00:00
879.574,26.907,45.544,0,14.467,4.776,0,53.696,0,90.082,-12.054722,-77.029724,99473.671,22.243,25/03/2020 00:00:00
865.141,20.861,43.224,0,18.503,5.733,0,53.233,0,89.934,-12.054722,-77.029724,99419.764,22.225,25/03/2020 01:00:00
849.35,16.114,41.54,0,28.812,7.429,0,53.173,0,89.829,-12.054722,-77.029724,99359.561,22.176,25/03/2020 02:00:00
853.215,15.124,41.023,0,26.838,7.423,0,54.152,0,90.171,-12.0547220000001,-77.029724,99318.948,22.058,25/03/2020 03:00:00
835.12,14.638,40.306,0,24.551,7.01,0,53.29,0,90.391,-12.054722,-77.029724,99278.695,21.991,25/03/2020 04:00:00
826.226,11.643,38.356,0,14.29,4.63,0,52.456,0,90.568,-12.0547220000001,-77.029724,99290.04,21.736,25/03/2020 05:00:00
832.621,11.62,38.674,0,10.64,3.861,0,52.964,0,91.149,-12.054722,-77.029724,99309.086,21.543,25/03/2020 06:00:00
867.44,12.46,39.641,0,7.633,3.051,0,53.547,0.015,89.892,-12.054722,-77.029724,99355.548,21.671,25/03/2020 07:00:00
909.63,10.025,38.538,0,8.35,2.914,0,53.538,0.346,87.422,-12.054722,-77.029724,99378.143,22.307,25/03/2020 08:00:00
864.432,4.377,18.419,0,7.327,2.708,0,53.724,0.937,81.772,-12.054722,-77.029724,99394.11,23.397,25/03/2020 09:00:00
818.305,1.699,2.078,0,11.62,3.794,0,55.636,1.287,77.243,-12.0547220000001,-77.029724,99394.26,24.327,25/03/2020 10:00:00
802.977,4.541,2.982,1.477,7.845,2.365,0,59.382,1.861,73.066,-12.054722,-77.029724,99393.854,25.215,25/03/2020 11:00:00
742.692,6.126,4.319,20.682,5.987,1.998,0,60.435,3.05,68.615,-12.0547220000001,-77.029724,99360.951,26.332,25/03/2020 12:00:00
731.149,11.2,0.156,73.782,5.48,1.81,0,63.146,2.763,66.662,-12.054722,-77.029724,99283.674,26.911,25/03/2020 13:00:00
827.196,45.093,7.612,57.132,6.036,2.252,0,59.166,1.623,72.623,-12.0547220000001,-77.029724,99212.861,25.617,25/03/2020 14:00:00
957.558,39.892,38.351,7.757,7.479,3.202,0,56.705,0.639,74.334,-12.054722,-77.029724,99141.49,25.422,25/03/2020 15:00:00
810.563,20.202,9.053,10.274,6.321,2.727,0,56.536,0.439,68.105,-12.0547220000001,-77.029724,99092.066,26.861,25/03/2020 16:00:00
895.1,70.648,28.58,24.362,10.41,4.526,0,58.908,0.551,78.061,-12.054722,-77.029724,99135.09,24.218,25/03/2020 17:00:00
1020.964,92.534,62.272,1.019,17.582,6.051,0,56.836,0.168,84.983,-12.054722,-77.029724,99185.301,22.584,25/03/2020 18:00:00
1024.577,85.179,70.064,0,14.876,5.56,0,55.062,0,87.66,-12.054722,-77.029724,99221.764,22.004,25/03/2020 19:00:00
1027.675,68.119,67.879,0,19.559,6.985,0,53.946,0,87.999,-12.0547220000001,-77.029724,99264.475,21.947,25/03/2020 20:00:00
996.222,50.842,58.881,0,17.599,6.578,0,53.307,0,88.903,-12.0547220000001,-77.029724,99301.731,21.806,25/03/2020 21:00:00
922.285,38.096,51.418,0,17.731,6.099,0,60.161,0,90.207,-12.0547220000001,-77.029724,99339.916,21.74,25/03/2020 22:00:00
874.095,27.986,42.929,0,14.525,5.147,0,56.235,0,89.561,-12.054722,-77.029724,99345.482,21.799,25/03/2020 23:00:00
867.319,23.494,42.501,0,17.241,5.789,0,53.625,0,89.164,-12.0547220000001,-77.029724,99314.646,21.832,26/03/2020 00:00:00
869.659,20.72,41.85,0,17.088,5.712,0,52.945,0,89.487,-12.054722,-77.029724,99281.49,21.816,26/03/2020 01:00:00
862.26,21.666,43.242,0,30.411,7.848,0,52.528,0,91.784,-12.0547220000001,-77.029724,99247.062,21.638,26/03/2020 02:00:00
855.617,21.481,44.059,0,27.22,7.34,0,52.552,0,93.709,-12.054722,-77.029724,99206.651,21.269,26/03/2020 03:00:00
839.833,15.224,41.984,0,23.641,6.576,0,51.795,0,94.459,-12.054722,-77.029724,99221.007,21.06,26/03/2020 04:00:00
817.493,13.401,35.523,0,21.435,6.027,0,52.311,0,93.687,-12.0547220000001,-77.029724,99228.98,21.132,26/03/2020 05:00:00
833.055,13.083,37.408,0,26.923,6.87,0,52.688,0,94.274,-12.0547220000001,-77.029724,99256.227,21.002,26/03/2020 06:00:00
893.753,15.658,41.78,0,23.69,7.228,0,53.169,0.009,94.358,-12.0547220000001,-77.029724,99288.713,20.988,26/03/2020 07:00:00
938.207,18.218,41.894,0,17.948,6.309,0,53.416,0.113,93.225,-12.0547220000001,-77.029724,99341.349,21.275,26/03/2020 08:00:00
876.889,10.281,32.82,0,16.827,6.076,0,53.596,0.634,91.79,-12.054722,-77.029724,99400.791,21.664,26/03/2020 09:00:00
846.659,4.261,14.482,0,7.621,3.675,0,53.704,1.291,82.537,-12.054722,-77.029724,99408.517,23.342,26/03/2020 10:00:00
676.718,1.04,0.074,24.269,7.097,2.716,0,54.183,2.687,73.553,-12.054722,-77.029724,99362.808,25.155,26/03/2020 11:00:00
618.218,1.567,0.158,46.316,6.249,2.463,0,54.943,3.715,64.34,-12.0547220000001,-77.029724,99314.398,27.636,26/03/2020 12:00:00
658.828,10.958,0,139.334,6.656,2.644,0,55.42,2.22,62.304,-12.054722,-77.029724,99243.641,28.012,26/03/2020 13:00:00
744.287,9.901,0,101.036,6.432,2.385,0,55.098,0.706,57.546,-12.054722,-77.029724,99143.174,29.2,26/03/2020 14:00:00
728.822,25.782,0,93.861,6.284,2.314,0,56.848,0.833,57.747,-12.054722,-77.029724,99067.093,28.701,26/03/2020 15:00:00
953.364,70.001,23.084,61.326,9.578,3.352,0,56.45,0.645,63.958,-12.054722,-77.029724,99015.769,27.396,26/03/2020 16:00:00
966.588,100.482,38.934,37.964,12.251,4.291,0,54.632,0.949,71.91,-12.054722,-77.029724,99002.722,25.824,26/03/2020 17:00:00
1050.788,113.524,62.706,15.784,15.877,5.566,0,53.444,0.546,80.05,-12.054722,-77.029724,99017.023,23.974,26/03/2020 18:00:00
1079.863,103.82,78.426,0.288,26.227,7.983,0,54.391,0.03,86.052,-12.0547220000001,-77.029724,99083.78,22.771,26/03/2020 19:00:00
1066.991,82.675,72.589,0,22.251,6.884,0,53.233,0,86.614,-12.054722,-77.029724,99136.459,22.416,26/03/2020 20:00:00
1002.618,60.912,60.96,0,16.554,5.636,0,55.32,0,87.143,-12.054722,-77.029724,99171.646,22.022,26/03/2020 21:00:00
939.678,45.811,50.548,0,15.46,5.244,0,53.867,0,85.565,-12.054722,-77.029724,99239.776,22.16,26/03/2020 22:00:00
912.671,33.297,45.813,0,16.103,5.031,0,52.551,0,86.581,-12.0547220000001,-77.029724,99262.929,21.948,26/03/2020 23:00:00
892.35,29.068,45.431,0,13.747,4.362,0,53.555,0,88.396,-12.0547220000001,-77.029724,99261.2,21.702,27/03/2020 00:00:00
871.836,27.123,45.258,0,19.373,5.023,0,52.663,0,90.989,-12.054722,-77.029724,99249.205,21.452,27/03/2020 01:00:00
861.013,24.092,43.154,0,25.079,5.982,0,52.368,0,91.555,-12.054722,-77.029724,99200.183,21.283,27/03/2020 02:00:00
