CO (ug/m3),H2S (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),Ruido (dB),UV,Humedad (%),Latitud,Longitud,Presion (hPa),Temperatura (C),Fecha
7.008,3.898,69.062,60.563,19.557,6.166,0.066,66.101,3.213,60.895,-12.0466680000001,-77.0802760000005,100471.665,30.569,20/03/2020 12:00:00
23.199,14.396,119.721,47.796,19.563,6.336,0.004,64.759,2.036,61.116,-12.0466680000001,-77.0802760000005,100368.843,30.326,20/03/2020 13:00:00
57.883,28.456,207.851,3.276,10.702,2.789,0,66.196,1.461,65.376,-12.0466680000001,-77.0802760000005,100303.555,29.018,20/03/2020 14:00:00
94.983,44.113,258.962,0.493,10.575,3.917,0,68.075,1.574,76.938,-12.0466680000001,-77.0802760000005,100327.642,25.875,20/03/2020 15:00:00
33.557,29.049,249.428,0,17.003,5.905,0,65.162,1.842,75.767,-12.0466680000001,-77.0802760000005,100310.74,26.01,20/03/2020 16:00:00
22.776,48.308,272.32,0,23.068,7.302,0,63.527,1.195,80.332,-12.0466680000001,-77.0802760000005,100321.832,25.019,20/03/2020 17:00:00
60.985,50.763,326.15,0,28.177,8.393,0,61.865,0.495,83.704,-12.0466680000001,-77.0802760000005,100367.92,24.317,20/03/2020 18:00:00
42.015,47.212,343.68,0,28.132,9.031,0,60.779,0.035,84.578,-12.0466680000001,-77.0802760000005,100432.773,24.073,20/03/2020 19:00:00
19.179,39.874,341.21,0,31.488,10.087,0,60.799,0,85.106,-12.0466680000001,-77.0802760000005,100503.819,23.836,20/03/2020 20:00:00
0,28.731,358.726,0,32.788,10.214,0,60.901,0,92.348,-12.0466680000001,-77.0802760000005,100575.825,22.549,20/03/2020 21:00:00
0,22.962,362.887,0,32.077,9.547,0,62.252,0,92.995,-12.0466680000001,-77.0802760000005,100640.736,22.437,20/03/2020 22:00:00
0,16.168,331.494,0,39.725,11.774,0,57.628,0,86.782,-12.0466680000001,-77.0802760000005,100638.657,23.518,20/03/2020 23:00:00
0,10.517,324.052,0,32.017,9.535,0,58.357,0,88.56,-12.0466680000001,-77.0802760000005,100620.521,23.049,21/03/2020 00:00:00
0,8.871,337.24,0,29.116,8.285,0,57.551,0,90.401,-12.0466680000001,-77.0802760000005,100587.011,22.701,21/03/2020 01:00:00
0,8.539,337.29,0,17.653,6.472,0,58.292,0,89.039,-12.0466680000001,-77.0802760000005,100523.158,23.075,21/03/2020 02:00:00
0,7.29,329.285,0,44.258,13.367,0,58.263,0,87.464,-12.0466680000001,-77.0802760000005,100444.441,23.362,21/03/2020 03:00:00
0,11.369,332.981,0,37.015,11.317,0,58.491,0,90.334,-12.0466680000001,-77.0802760000005,100394.421,22.887,21/03/2020 04:00:00
0,10.25,355.587,0,46.354,12.725,0,58.788,0,93.975,-12.0466680000001,-77.0802760000005,100372.669,22.228,21/03/2020 05:00:00
0,14.311,347.036,0,41.263,13.374,0,58.67,0,90.194,-12.0466680000001,-77.0802760000005,100355.895,22.658,21/03/2020 06:00:00
26.96,22.649,360.675,0,35.009,11.314,0,62.48,0.026,92.035,-12.0466680000001,-77.0802760000005,100391.118,22.342,21/03/2020 07:00:00
33.905,16.468,278.386,0,42.161,6.793,0,62.36,0.757,84.45,-12.0466680000001,-77.0802760000005,100458.346,24.139,21/03/2020 08:00:00
0,0.074,13.994,0,13.018,3.649,0,63.466,1.717,63.66,-12.0466680000001,-77.0802760000005,100496.345,28.016,21/03/2020 09:00:00
0,0.029,7.396,108.966,21.904,5.587,0.17,63.465,2.206,56.032,-12.0466680000001,-77.0802760000005,100470.842,29.972,21/03/2020 10:00:00
15.029,3.267,98.018,35.62,19.976,4.216,0,65.485,1.88,56.993,-12.0466680000001,-77.0802760000005,100427.723,30.244,21/03/2020 11:00:00
6.05,17.058,170.755,19.854,12.868,3.358,0,66.122,1.835,58.726,-12.0466680000001,-77.0802760000005,100392.083,29.462,21/03/2020 12:00:00
9.628,18.202,166.584,53.218,13.846,3.554,0.029,64.066,1.718,57.188,-12.0466680000001,-77.0802760000005,100328.662,29.816,21/03/2020 13:00:00
39.495,12.271,197.629,41.015,15.966,3.944,0,63.381,1.293,58.778,-12.0466680000001,-77.0802760000005,100295.35,29.282,21/03/2020 14:00:00
44.563,24.084,207.135,33.138,19.898,5.038,0,66.43,0.973,61.548,-12.0466680000001,-77.0802760000005,100281.102,28.214,21/03/2020 15:00:00
68.741,34.981,235.018,2.84,16.525,5.046,0.001,64.446,1.732,67.242,-12.0466680000001,-77.0802760000005,100303.34,27.1,21/03/2020 16:00:00
10.596,55.356,230.303,0.02,20.966,6.581,0,61.008,1.145,63.868,-12.0466680000001,-77.0802760000005,100320.22,27.468,21/03/2020 17:00:00
52.777,76.605,296.03,0,24.158,7.66,0.227,61.033,0.297,72.379,-12.0466680000001,-77.0802760000005,100372.069,25.793,21/03/2020 18:00:00
58.652,59.181,349.325,0,29.664,8.355,0,60.752,0.014,76.2,-12.0466680000001,-77.0802760000005,100437.143,24.842,21/03/2020 19:00:00
11.359,42.189,339.656,0,26.701,6.734,0,57.445,0,75.682,-12.0466680000001,-77.0802760000005,100498.333,24.76,21/03/2020 20:00:00
0,26.231,308.323,0,30.672,9.02,0,58.124,0,69.993,-12.0466680000001,-77.0802760000005,100538.33,25.398,21/03/2020 21:00:00
0,28.64,342.262,0,24.496,7.409,0,58.406,0,81.532,-12.0466680000001,-77.0802760000005,100591.746,23.742,21/03/2020 22:00:00
0,19.821,336.626,0,28.342,7.805,0,57.458,0,78.818,-12.0466680000001,-77.0802760000005,100586.582,24.169,21/03/2020 23:00:00
0,15.771,316.938,0,30.201,8.884,0,55.24,0,77.011,-12.0466680000001,-77.0802760000005,100542.241,24.355,22/03/2020 00:00:00
0,9.87,322.131,0,22.501,7.023,0,57.03,0,77.384,-12.0466680000001,-77.0802760000005,100478.453,24.111,22/03/2020 01:00:00
0,4.337,310.144,0,24.622,7.686,0,57.138,0,72.822,-12.0466680000001,-77.0802760000005,100415.497,24.443,22/03/2020 02:00:00
0,7.657,315.412,0,27.436,8.671,0,57.815,0,74.65,-12.0466680000001,-77.0802760000005,100354.391,24.219,22/03/2020 03:00:00
0,14.515,339.045,0,22.386,6.908,0,57.311,0,81.255,-12.0466680000001,-77.0802760000005,100343.239,23.229,22/03/2020 04:00:00
0,3.066,320.184,0,28.075,8.238,0,57.489,0,72.692,-12.0466680000001,-77.0802760000005,100347.002,24.116,22/03/2020 05:00:00
3.663,11.203,314.253,0,35.285,10.248,0,58.774,0,73.59,-12.0466680000001,-77.0802760000005,100370.922,24.078,22/03/2020 06:00:00
53.27,19.952,330.142,0,31.977,8.639,0,59.587,0.107,76.914,-12.0466680000001,-77.0802760000005,100402.871,23.755,22/03/2020 07:00:00
14.674,16.684,301.931,0,19.433,4.897,0,60.735,0.509,74.085,-12.0466680000001,-77.0802760000005,100438.828,24.561,22/03/2020 08:00:00
0,0.318,171.656,0.195,16.716,4.385,0,60.432,1.678,57.84,-12.0466680000001,-77.0802760000005,100481.355,27.299,22/03/2020 09:00:00
0,0,68.767,46.344,17.587,4.783,0,61.176,2.429,52.244,-12.0466680000001,-77.0802760000005,100488.525,29.417,22/03/2020 10:00:00
0,1.507,113.402,60.883,15.47,3.673,0,62.333,2.021,54.431,-12.0466680000001,-77.0802760000005,100474.244,29.637,22/03/2020 11:00:00
0.1,3.884,118.883,78.96,20.492,3.818,0,63.552,1.808,51.211,-12.0466680000001,-77.0802760000005,100430.009,30.194,22/03/2020 12:00:00
7.031,9.2,153.195,76.994,16.695,4.6,0,66.014,1.557,49.514,-12.0466680000001,-77.0802760000005,100366.925,30.148,22/03/2020 13:00:00
75.185,50.429,247.797,7.167,12.108,3.749,0,64.791,0.61,65.09,-12.0466680000001,-77.0802760000005,100337.1,27.66,22/03/2020 14:00:00
17.554,27.882,240.512,0.664,10.493,3.323,0,62.839,0.714,65.967,-12.0466680000001,-77.0802760000005,100307.965,27.191,22/03/2020 15:00:00
7.23,17.059,200.301,18.432,9.612,3.418,0.052,62.437,1.339,61.983,-12.0466680000001,-77.0802760000005,100283.34,27.426,22/03/2020 16:00:00
10.124,36.688,219.547,2.058,13.598,3.999,0.006,62.429,1.283,62.118,-12.0466680000001,-77.0802760000005,100307.265,26.685,22/03/2020 17:00:00
6.571,63.901,291.121,0,19.726,5.411,0,60.457,0.229,64.627,-12.0466680000001,-77.0802760000005,100336.811,25.536,22/03/2020 18:00:00
6.706,64.02,338.428,0,22.503,5.124,0,60.634,0,72.091,-12.0466680000001,-77.0802760000005,100379.031,24.621,22/03/2020 19:00:00
0,39.955,333.049,0,20.232,4.79,0,61.971,0,69.586,-12.0466680000001,-77.0802760000005,100405.092,24.774,22/03/2020 20:00:00
0,19.149,302.58,0,26.253,6.003,0,60.167,0,64.116,-12.0466680000001,-77.0802760000005,100435.079,25.41,22/03/2020 21:00:00
0,14.019,294.102,0,24.138,5.84,0,56.881,0,63.729,-12.0466680000001,-77.0802760000005,100488.024,25.503,22/03/2020 22:00:00
0,13.304,289.299,0,39.504,9.069,0,55.758,0,62.664,-12.0466680000001,-77.0802760000005,100522.05,25.613,22/03/2020 23:00:00
0,33.519,339.213,0,34.599,9.093,0,57.934,0,76.24,-12.0466680000001,-77.0802760000005,100502.989,24.038,23/03/2020 00:00:00
0,39.489,368.767,0,29.896,8.555,0,56.74,0,86.643,-12.0466680000001,-77.0802760000005,100446.678,22.671,23/03/2020 01:00:00
0,30.997,376.639,0,32.679,8.654,0,56.873,0,88.904,-12.0466680000001,-77.0802760000005,100406.862,22.25,23/03/2020 02:00:00
0,22.015,362.324,0,37.723,10.205,0,55.562,0,88.322,-12.0466680000001,-77.0802760000005,100387.519,22.406,23/03/2020 03:00:00
0,14.8,346.561,0,38.176,11.089,0,55.442,0,87.498,-12.0466680000001,-77.0802760000005,100388.959,22.58,23/03/2020 04:00:00
0,11.569,349.981,0,35.957,11.071,0,54.67,0,89.792,-12.0466680000001,-77.0802760000005,100400.04,22.217,23/03/2020 05:00:00
0,13.964,344.553,0,42.201,13.241,0,59.237,0,85.623,-12.0466680000001,-77.0802760000005,100415.912,22.994,23/03/2020 06:00:00
324.883,29.676,329.661,0,37.161,12.02,6.397,62,0.157,83.482,-12.0466680000001,-77.0802760000005,100460.882,23.539,23/03/2020 07:00:00
4.012,6.782,214.579,0.046,16.189,5.608,0.634,61.343,1.146,73.476,-12.0466680000001,-77.0802760000005,100513.653,26.046,23/03/2020 08:00:00
1.612,0.154,3.791,65.496,13.415,4.969,0,62.311,1.708,60.737,-12.0466680000001,-77.0802760000005,100524.813,29.002,23/03/2020 09:00:00
1.312,3.572,61.641,57.007,13.64,3.881,0,62.947,1.968,60.443,-12.0466680000001,-77.0802760000005,100513.643,29.088,23/03/2020 10:00:00
0.043,8.597,195.53,0.139,18.129,3.903,0,65.521,1.686,65.189,-12.0466680000001,-77.0802760000005,100483.221,27.789,23/03/2020 11:00:00
44.067,25.249,286.57,0,23.17,4.191,0,67.663,1.439,74.511,-12.0466680000001,-77.0802760000005,100397.594,25.593,23/03/2020 13:00:00
29.4,12.353,302.892,0,14.996,3.473,0,66.779,0.444,75.787,-12.0466680000001,-77.0802760000005,100338.129,25.156,23/03/2020 14:00:00
15.171,1.531,260.842,0,16.93,3.669,0,66.543,0.793,70.077,-12.0466680000001,-77.0802760000005,100268.27,26.143,23/03/2020 15:00:00
0.864,12.451,234.711,0,55.018,6.863,0,68.543,1.162,67.874,-12.0466680000001,-77.0802760000005,100226.956,26.599,23/03/2020 16:00:00
21.304,38.444,290.037,0,74.313,9.341,0,69.852,0.98,77.035,-12.0466680000001,-77.0802760000005,100263.607,25.06,23/03/2020 17:00:00
10.047,60.312,340.656,0,77.59,9.891,0,71.264,0.42,82.17,-12.0466680000001,-77.0802760000005,100331.804,24.386,23/03/2020 18:00:00
18.804,54.463,362.527,0,36.355,7.563,0,69.055,0.027,85.377,-12.0466680000001,-77.0802760000005,100395.803,23.809,23/03/2020 19:00:00
1.019,41.338,374.473,0,31.66,7.968,0,68.872,0,91.175,-12.0466680000001,-77.0802760000005,100448.279,22.959,23/03/2020 20:00:00
0,27.239,368.043,0,23.109,7.294,0,68.388,0,91.599,-12.0466680000001,-77.0802760000005,100495.573,22.912,23/03/2020 21:00:00
0,16.658,357.767,0,20.84,6.674,0,63.624,0,91.533,-12.0466680000001,-77.0802760000005,100564.788,22.903,23/03/2020 22:00:00
0,8.93,345.803,0,23.128,7.016,0,60.233,0,90.58,-12.0466680000001,-77.0802760000005,100609.55,22.917,23/03/2020 23:00:00
0,6.147,348.178,0,25.353,7.493,0,56.432,0,91.967,-12.0466680000001,-77.0802760000005,100582.891,22.622,24/03/2020 00:00:00
0,4.862,350.685,0,26.038,7.473,0,56.584,0,92.289,-12.0466680000001,-77.0802760000005,100530.052,22.433,24/03/2020 01:00:00
0,4.232,351.421,0,36.179,9.359,0,55.803,0,93.995,-12.0466680000001,-77.0802760000005,100497.414,22.086,24/03/2020 02:00:00
0,3.563,352.179,0,38.497,9.828,0,56.226,0,94.628,-12.0466680000001,-77.0802760000005,100463.02,21.971,24/03/2020 03:00:00
0,1.381,345.903,0,20.663,6.925,0,55.284,0,93.136,-12.0466680000001,-77.0802760000005,100447.152,22.035,24/03/2020 04:00:00
0,1.59,345.642,0,35.203,9.511,0,57.111,0,94.197,-12.0466680000001,-77.0802760000005,100453.647,21.978,24/03/2020 05:00:00
12.807,4.319,347.753,0,26.534,7.975,0.098,58.202,0,92.845,-12.0466680000001,-77.0802760000005,100476.898,21.985,24/03/2020 06:00:00
0.008,8.891,344.019,0,21.998,7.595,0,61.518,0.098,90.041,-12.0466680000001,-77.0802760000005,100490.692,22.527,24/03/2020 07:00:00
3.543,5.627,273.707,0,21.95,7.269,0,61.949,0.75,83.486,-12.0466680000001,-77.0802760000005,100518.355,23.88,24/03/2020 08:00:00
0,0.209,199.179,0,18.61,6.254,0,63.207,1.798,80.629,-12.0466680000001,-77.0802760000005,100561.017,24.422,24/03/2020 09:00:00
0,0.123,180.782,0,19.094,6.305,0,63.794,2.502,78.696,-12.0466680000001,-77.0802760000005,100545.365,24.733,24/03/2020 10:00:00
0,2.18,213.254,0,11.449,4.46,0.006,65.041,2.22,76.531,-12.0466680000001,-77.0802760000005,100504.489,25.271,24/03/2020 11:00:00
0,2.291,231.297,0,12.03,3.989,0,63.521,1.572,72.681,-12.0466680000001,-77.0802760000005,100415.419,26.246,24/03/2020 12:00:00
2.851,3.868,248.168,0,9.479,2.949,0,65.178,1.363,73.254,-12.0466680000001,-77.0802760000005,100326.155,25.958,24/03/2020 13:00:00
3.78,9.645,262.082,0,8.548,2.472,0,65.467,0.738,76.322,-12.0466680000001,-77.0802760000005,100236.971,25.109,24/03/2020 14:00:00
2.297,15.042,256.681,0,8.051,2.66,0,63.748,2.057,79.049,-12.0466680000001,-77.0802760000005,100188.836,24.536,24/03/2020 15:00:00
3.818,30.233,300.712,0,7.825,3.184,0,63.069,1.515,85.939,-12.0466680000001,-77.0802760000005,100160.952,23.054,24/03/2020 16:00:00
6.215,31.699,313.452,0,11.118,4.222,0,62.09,1.032,85.995,-12.0466680000001,-77.0802760000005,100215.008,23,24/03/2020 17:00:00
1.88,31.627,325.85,0,17.665,5.79,0,60.727,0.579,86.087,-12.0466680000001,-77.0802760000005,100274.413,22.785,24/03/2020 18:00:00
0,31.906,367.057,0,28.567,8.471,0,60.484,0.029,89.718,-12.0466680000001,-77.0802760000005,100324.529,22.288,24/03/2020 19:00:00
0,27.001,375.874,0,35.885,9.536,0,64.6,0,91.352,-12.0466680000001,-77.0802760000005,100398.708,22.416,24/03/2020 20:00:00
0,18.561,364.075,0,39.489,9.896,0,62.77,0,90.861,-12.0466680000001,-77.0802760000005,100408.84,22.62,24/03/2020 21:00:00
0,10.936,356.293,0,41.603,10.127,0,63.587,0,90.868,-12.0466680000001,-77.0802760000005,100449.318,22.597,24/03/2020 22:00:00
0,5.268,352.081,0,34.879,8.958,0,62.955,0,90.365,-12.0466680000001,-77.0802760000005,100484.006,22.455,24/03/2020 23:00:00
0,3.372,345.833,0,42.913,10.14,0,58.009,0,90.541,-12.0466680000001,-77.0802760000005,100486.46,22.331,25/03/2020 00:00:00
0,2.117,345.037,0,43.52,10.708,0,57.479,0,90.423,-12.0466680000001,-77.0802760000005,100428.838,22.238,25/03/2020 01:00:00
0,2.038,348.93,0,47.625,11.422,0,57.751,0,90.844,-12.0466680000001,-77.0802760000005,100367.934,22.154,25/03/2020 02:00:00
0,2.747,350.065,0,40.841,10.419,0,57.253,0,91.526,-12.0466680000001,-77.0802760000005,100323.348,22.021,25/03/2020 03:00:00
0,2.479,351.303,0,38.648,10.041,0,58.629,0,92.454,-12.0466680000001,-77.0802760000005,100291.789,21.811,25/03/2020 04:00:00
0,1.997,350.366,0,29.247,8.36,0,56.383,0,92.216,-12.0466680000001,-77.0802760000005,100296.274,21.692,25/03/2020 05:00:00
4.986,5.196,349.44,0,20.753,6.621,0,60.057,0,91.205,-12.0466680000001,-77.0802760000005,100312.738,21.77,25/03/2020 06:00:00
8.477,10.248,357.521,0,23.766,7.22,0,62.926,0.04,91.256,-12.0466680000001,-77.0802760000005,100357.233,21.78,25/03/2020 07:00:00
2.04,7.88,336.585,0,16.969,5.173,0,65.601,0.504,87.851,-12.0466680000001,-77.0802760000005,100382.476,22.425,25/03/2020 08:00:00
0,2.113,294.866,0,33.889,6.93,0,62.748,1.137,83.905,-12.0466680000001,-77.0802760000005,100403.471,23.282,25/03/2020 09:00:00
0,0.871,263.656,0,13.602,3.27,0,63.493,1.835,81.698,-12.0466680000001,-77.0802760000005,100407.201,23.779,25/03/2020 10:00:00
7.634,1.613,250.677,0,9.684,2.267,0,65.104,2.19,79.894,-12.0466680000001,-77.0802760000005,100404.711,24.281,25/03/2020 11:00:00
1.864,0.844,202.933,0,9.459,2.47,0,64.919,2.943,73.858,-12.0466680000001,-77.0802760000005,100372.721,25.724,25/03/2020 12:00:00
0,3.151,184.39,0,12.499,2.81,0.002,66.383,2.622,72.01,-12.0466680000001,-77.0802760000005,100293.173,26.154,25/03/2020 13:00:00
0.346,19.5,237.195,0,11.165,3.816,0,65.485,2.017,76.687,-12.0466680000001,-77.0802760000005,100226.024,25.128,25/03/2020 14:00:00
7.56,25.065,297.989,0,14.482,5.349,0,63.73,1.49,81.558,-12.0466680000001,-77.0802760000005,100159.787,24.017,25/03/2020 15:00:00
0.046,22.143,264.868,0,19.621,7.363,0,62.373,1.506,79.007,-12.0466680000001,-77.0802760000005,100118.494,24.466,25/03/2020 16:00:00
18.583,33.788,333.939,0,21.367,8.339,0,63.638,0.644,89.557,-12.0466680000001,-77.0802760000005,100160.916,22.032,25/03/2020 17:00:00
0.077,34.814,375.872,0,24.302,8.739,0,61.82,0.176,91.996,-12.0466680000001,-77.0802760000005,100201.819,21.603,25/03/2020 18:00:00
4.655,31.567,386.008,0,39.528,11.75,0,61.003,0,92.041,-12.0466680000001,-77.0802760000005,100232.861,21.546,25/03/2020 19:00:00
0,21.834,383.317,0,39.605,11.754,0,59.283,0,92.067,-12.0466680000001,-77.0802760000005,100271.396,21.535,25/03/2020 20:00:00
0,12.176,371.034,0,43.271,11.455,0,58.959,0,91.509,-12.0466680000001,-77.0802760000005,100309.426,21.79,25/03/2020 21:00:00
0,10.526,364.31,0,51.304,12.255,0,58.454,0,92.045,-12.0466680000001,-77.0802760000005,100346.702,21.776,25/03/2020 22:00:00
0,5.964,357.819,0,44.811,10.657,0,58.533,0,90.821,-12.0466680000001,-77.0802760000005,100350.065,21.995,25/03/2020 23:00:00
0,5.874,361.715,0,71.82,15.186,0,55.964,0,93.08,-12.0466680000001,-77.0802760000005,100322.031,21.801,26/03/2020 00:00:00
0,1.239,360.328,0,66.498,14.409,0,57.004,0,93.992,-12.0466680000001,-77.0802760000005,100287.667,21.625,26/03/2020 01:00:00
0,0.913,360.601,0,46.925,11.053,0,56.785,0,94.167,-12.0466680000001,-77.0802760000005,100254.724,21.478,26/03/2020 02:00:00
0,1.514,364.025,0,53.751,11.247,0,57.216,0,95.584,-12.0466680000001,-77.0802760000005,100214.506,21.197,26/03/2020 03:00:00
0,0.872,361.011,0,39.633,9.602,0,55.926,0,95.485,-12.0466680000001,-77.0802760000005,100228.61,21.104,26/03/2020 04:00:00
0,1.07,359.607,0,37.668,9.257,0,56.044,0,95.317,-12.0466680000001,-77.0802760000005,100236.696,21.07,26/03/2020 05:00:00
0,4.876,356.975,0,35.887,8.776,0,60.086,0,93.817,-12.0466680000001,-77.0802760000005,100264.821,21.252,26/03/2020 06:00:00
0,4.724,359.555,0,57.666,11.367,0,62.652,0.025,94.389,-12.0466680000001,-77.0802760000005,100295.295,21.224,26/03/2020 07:00:00
9.506,7.319,353.533,0,42.14,10.17,0,63.001,0.163,92.748,-12.0466680000001,-77.0802760000005,100348.642,21.534,26/03/2020 08:00:00
28.861,5.086,329.771,0,26.843,8.118,0,62.751,1.167,88.322,-12.0466680000001,-77.0802760000005,100405.861,22.404,26/03/2020 09:00:00
0,0.258,223.238,0,15.409,4.412,0,63.167,1.894,78.882,-12.0466680000001,-77.0802760000005,100410.38,24.35,26/03/2020 10:00:00
0,0.014,149.804,0,10.587,3.641,0,62.88,2.747,69.317,-12.0466680000001,-77.0802760000005,100369.833,26.62,26/03/2020 11:00:00
7.099,4.012,137.812,9.897,12.373,4.214,0,63.196,2.135,66.841,-12.0466680000001,-77.0802760000005,100320.309,27.172,26/03/2020 12:00:00
5.319,2.777,170.914,3.025,11.839,3.879,0,62.786,1.239,63.039,-12.0466680000001,-77.0802760000005,100253.386,28.286,26/03/2020 13:00:00
0.251,4.857,176.416,7.413,14.454,4.791,0,64.871,0.696,61.179,-12.0466680000001,-77.0802760000005,100154.576,28.76,26/03/2020 14:00:00
36.135,16.081,197.483,0,15.172,5.032,0.251,65.019,1.338,65.078,-12.0466680000001,-77.0802760000005,100078.291,27.716,26/03/2020 15:00:00
10.5,41.237,239.607,0,23.971,7.084,0,64.37,1.022,71.852,-12.0466680000001,-77.0802760000005,100023.668,26.163,26/03/2020 16:00:00
