CO (ug/m3),H2S (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),Ruido (dB),UV,Humedad (%),Latitud,Longitud,Presion (hPa),Temperatura (C),Fecha
32.842,24.987,147.098,54.143,3.269,1.237,0.035,60.856,3.152,67.848,-12.1030559999999,-76.9891659999995,99395.677,28.067,20/03/2020 14:00:00
6.566,33.06,0,57.757,5.713,2.34,0.382,63.513,4.284,75.346,-12.1030559999999,-76.9891659999995,99412.719,26.404,20/03/2020 15:00:00
28.392,77.018,0,54.271,10.704,4.154,0.004,56.789,2.619,75.735,-12.1030559999999,-76.9891659999995,99392.977,26.194,20/03/2020 16:00:00
3.35,113.394,0,49.826,15.026,5.212,0,55.295,1.269,80.048,-12.1030559999999,-76.9891659999995,99406.272,25.196,20/03/2020 17:00:00
33.405,114.868,0.022,46.257,19.404,6.169,0,55.7,0.417,84.084,-12.1030559999999,-76.9891659999995,99458.505,24.269,20/03/2020 18:00:00
9.631,103.829,17.874,44.538,22.504,7.263,0,52.999,0,83.907,-12.1030559999999,-76.9891659999995,99520.908,24.142,20/03/2020 19:00:00
10.509,90.775,26.509,60.953,26.811,9.408,0,52.916,0,83.873,-12.1030559999999,-76.9891659999995,99588.061,24.082,20/03/2020 20:00:00
0.032,83.774,35.281,432.616,18.228,7.501,0,54.723,0,87.54,-12.1030559999999,-76.9891659999995,99655.571,23.307,20/03/2020 21:00:00
0.071,82.429,59.11,420.015,15.159,6.732,0,53.125,0,93.797,-12.1030559999999,-76.9891659999995,99727.897,22.166,20/03/2020 22:00:00
0,62.92,42.339,425.033,14.455,6.253,0,51.202,0,90.585,-12.1030559999999,-76.9891659999995,99728.062,22.854,20/03/2020 23:00:00
0,52.255,25.93,430.989,14.213,5.678,0,51.096,0,88.682,-12.1030559999999,-76.9891659999995,99707.321,23.156,21/03/2020 00:00:00
0,54.167,33.704,426.636,11.687,4.908,0,51.091,0,90.143,-12.1030559999999,-76.9891659999995,99676.549,22.647,21/03/2020 01:00:00
0,56.197,53.546,419.41,11.629,4.862,0,50.682,0,92.447,-12.1030559999999,-76.9891659999995,99621.743,22.237,21/03/2020 02:00:00
0,48.381,39.518,424.179,11.663,4.805,0,50.468,0,90.938,-12.1030559999999,-76.9891659999995,99543.017,22.672,21/03/2020 03:00:00
0,47.058,30.234,428.519,19.171,7.525,0,50.153,0,89.163,-12.1030559999999,-76.9891659999995,99485.303,23.067,21/03/2020 04:00:00
0,56.437,49.332,420.521,18.107,7.752,0,50.715,0,93.545,-12.1030559999999,-76.9891659999995,99471.613,22.212,21/03/2020 05:00:00
0.892,55.041,61.788,415.323,23.916,12.096,0,51.587,0,92.128,-12.1030559999999,-76.9891659999995,99454.734,22.273,21/03/2020 06:00:00
81.167,62.611,61.957,415.993,17.634,8.038,0.025,55.93,0,93.671,-12.1030559999999,-76.9891659999995,99486.133,22.21,21/03/2020 07:00:00
202.665,52.161,33.095,433.824,12.899,4.498,0.071,57.6,0.169,85.167,-12.1030559999999,-76.9891659999995,99547.851,24.011,21/03/2020 08:00:00
47.894,2.336,2111.116,264.527,8.896,3.191,0.167,55.07,0.718,64.539,-12.1030559999999,-76.9891659999995,99592.346,28.624,21/03/2020 09:00:00
16.82,0,401.935,508.598,10.678,3.771,0.033,57.413,1.041,53.283,-12.1030559999999,-76.9891659999995,99574.178,31.51,21/03/2020 10:00:00
4.041,0,2092.773,408.579,10.293,3.436,0,59.554,1.423,50.723,-12.1030559999999,-76.9891659999995,99514.947,32.369,21/03/2020 11:00:00
4.792,7.535,966.826,453.514,7.079,2.518,0,59.637,1.692,53.756,-12.1030559999999,-76.9891659999995,99474.329,31.344,21/03/2020 12:00:00
5.674,0.555,812.802,456.69,7.639,2.685,0.017,61.441,2.32,54.049,-12.1030559999999,-76.9891659999995,99418.391,30.455,21/03/2020 13:00:00
32.804,1.969,28.189,615.465,8.229,2.561,0.297,61.193,3.417,56.722,-12.1030559999999,-76.9891659999995,99377.809,30.229,21/03/2020 14:00:00
22.534,13.58,132.818,580.697,9.181,2.951,1.074,60.333,3.443,57.459,-12.1030559999999,-76.9891659999995,99356.898,29.187,21/03/2020 15:00:00
60.923,75.876,26.576,556.236,10.698,3.348,0.243,59.249,2.571,61.925,-12.1030559999999,-76.9891659999995,99388.597,27.572,21/03/2020 16:00:00
6.079,82.263,0.137,557.181,13.425,4.043,0.42,54.892,1.552,59.942,-12.1030559999999,-76.9891659999995,99403.015,27.985,21/03/2020 17:00:00
14.151,137.173,0,499.726,16.495,4.764,0,55.349,0.262,65.938,-12.1030559999999,-76.9891659999995,99457.824,26.532,21/03/2020 18:00:00
36.479,135.34,0.572,460.427,21.261,5.884,0,53.486,0,70.506,-12.1030559999999,-76.9891659999995,99522.925,25.317,21/03/2020 19:00:00
12.001,114.307,10.09,450.458,12.61,3.743,0,53.854,0,72.338,-12.1030559999999,-76.9891659999995,99584.354,24.967,21/03/2020 20:00:00
1.297,71.028,0.668,451.334,19.179,5.685,0,53.058,0,66.955,-12.1030559999999,-76.9891659999995,99627.335,25.229,21/03/2020 21:00:00
0,93.913,12.14,446.044,16.439,5.602,0,53.137,0,75.397,-12.1030559999999,-76.9891659999995,99676.077,24.349,21/03/2020 22:00:00
0,88.996,33.144,435.391,11.013,3.95,0,51.122,0,79.552,-12.1030559999999,-76.9891659999995,99675.266,23.81,21/03/2020 23:00:00
0,58.326,12.02,439.579,17.955,5.848,0,51.257,0,74.04,-12.1030559999999,-76.9891659999995,99626.876,24.348,22/03/2020 00:00:00
0,59.722,10.858,440.494,16.429,5.288,0,51.018,0,75.825,-12.1030559999999,-76.9891659999995,99567.314,24.163,22/03/2020 01:00:00
0,46.795,9.597,438.884,9.355,3.019,0,50.88,0,72.775,-12.1030559999999,-76.9891659999995,99505.552,24.232,22/03/2020 02:00:00
0,22.559,0.014,441.976,15.724,5.182,0,51.261,0,65.186,-12.1030559999999,-76.9891659999995,99442.945,24.61,22/03/2020 03:00:00
0,54.405,16.143,436.328,12.272,4.133,0,51.234,0,71.076,-12.1030559999999,-76.9891659999995,99429.385,23.993,22/03/2020 04:00:00
0,43.549,14.532,435.329,7.029,2.411,0,50.679,0,69.245,-12.1030559999999,-76.9891659999995,99439.836,24.109,22/03/2020 05:00:00
0,27.666,0.065,441.81,10.543,3.196,0,50.862,0,64.119,-12.1030559999999,-76.9891659999995,99462.775,24.556,22/03/2020 06:00:00
6.24,34.79,0.224,443.907,18.282,5.26,0,53.341,0.016,63.624,-12.1030559999999,-76.9891659999995,99495.864,24.65,22/03/2020 07:00:00
16.784,46.128,0.006,459.239,13.649,3.456,0,56.473,0.424,65.372,-12.1030559999999,-76.9891659999995,99527.252,25.291,22/03/2020 08:00:00
0.973,11.118,114.886,475.335,10.708,2.924,0,54.729,1.051,57.833,-12.1030559999999,-76.9891659999995,99574.442,27.195,22/03/2020 09:00:00
0.046,0,1203.57,372.716,11.695,3.312,0,56.81,1.415,52.173,-12.1030559999999,-76.9891659999995,99581.499,29.222,22/03/2020 10:00:00
4.001,0.017,275.927,549.533,9.311,2.839,0.026,58.158,1.755,49.943,-12.1030559999999,-76.9891659999995,99554.199,30.508,22/03/2020 11:00:00
0.148,4.099,94.667,573.968,7.435,2.487,0,59.766,1.584,49.322,-12.1030559999999,-76.9891659999995,99516.27,30.796,22/03/2020 12:00:00
2.22,0.399,411.845,507.704,9.403,2.824,0,61.422,2.237,48.754,-12.1030559999999,-76.9891659999995,99456.258,30.44,22/03/2020 13:00:00
28.436,48.055,101.111,585.5,6.582,2.255,0.014,63.639,2.945,58.316,-12.1030559999999,-76.9891659999995,99411.398,29.004,22/03/2020 14:00:00
13.003,22.687,0,598.002,6.606,2.233,0.415,61.879,3.323,58.606,-12.1030559999999,-76.9891659999995,99380.702,28.627,22/03/2020 15:00:00
24.031,27.485,0,601.341,7.918,2.56,0.981,60.431,3.224,57.469,-12.1030559999999,-76.9891659999995,99357.552,28.363,22/03/2020 16:00:00
3.425,81.103,0,571.093,9.897,2.852,1.125,57.863,2.033,57.727,-12.1030559999999,-76.9891659999995,99379.201,27.513,22/03/2020 17:00:00
23.111,151.902,0,482.501,13.152,3.49,0,57.253,0.204,62.028,-12.1030559999999,-76.9891659999995,99421.885,25.847,22/03/2020 18:00:00
3.651,134.843,0.703,458.771,11.372,3.081,0,54.881,0,64.63,-12.1030559999999,-76.9891659999995,99457.28,25.308,22/03/2020 19:00:00
0.105,104.422,3.298,448.676,8.627,2.558,0,55.912,0,65.064,-12.1030559999999,-76.9891659999995,99493.307,24.843,22/03/2020 20:00:00
0,67.191,0,451.624,5.794,1.87,0,52.76,0,61.039,-12.1030559999999,-76.9891659999995,99533.861,25.201,22/03/2020 21:00:00
0,41.66,0,456.763,5.056,1.564,0,53.044,0,56.486,-12.1030559999999,-76.9891659999995,99580.382,25.63,22/03/2020 22:00:00
0,29.078,0,461.681,13.534,4.054,0,53.013,0,52.632,-12.1030559999999,-76.9891659999995,99613.597,26.009,22/03/2020 23:00:00
0,77.532,0.028,459.662,16.934,5.609,0,51.978,0,61.937,-12.1030559999999,-76.9891659999995,99591.111,25.393,23/03/2020 00:00:00
0,120.317,23.299,443.195,17.935,6.513,0,50.949,0,76.755,-12.1030559999999,-76.9891659999995,99537.813,23.872,23/03/2020 01:00:00
0,125.562,72.914,420.465,17.433,6.663,0,50.692,0,87.986,-12.1030559999999,-76.9891659999995,99497.957,22.391,23/03/2020 02:00:00
0,102.233,84.821,412.227,18.447,6.394,0,50.565,0,90.494,-12.1030559999999,-76.9891659999995,99477.417,22.059,23/03/2020 03:00:00
0,79.719,71.647,414.54,18.646,6.716,0,50.545,0,88.721,-12.1030559999999,-76.9891659999995,99478.807,22.427,23/03/2020 04:00:00
0,66.997,66.201,414.802,17.24,6.481,0,51.211,0,88.984,-12.1030559999999,-76.9891659999995,99489.807,22.336,23/03/2020 05:00:00
0,59.977,55.286,417.743,15.944,6.044,0,52.222,0,88.594,-12.1030559999999,-76.9891659999995,99510.522,22.51,23/03/2020 06:00:00
187.218,70.112,50.902,421.732,14.603,5.55,0.027,54.606,0.051,87.111,-12.1030559999999,-76.9891659999995,99547.696,23.046,23/03/2020 07:00:00
106.145,21.632,738.238,336.585,10.773,4,0.143,58.875,0.546,67.139,-12.1030559999999,-76.9891659999995,99602.383,27.822,23/03/2020 08:00:00
11.43,0.082,1090.628,391.595,9.623,3.065,0.001,56.533,0.696,57.732,-12.1030559999999,-76.9891659999995,99617.37,29.221,23/03/2020 09:00:00
0,0,561.15,178.597,6.34,1.987,0,57.723,0.852,50.42,-12.1030559999999,-76.9891659999995,99593.717,30.469,23/03/2020 10:00:00
7.477,0.06,109.413,137.847,8.293,1.956,0.168,59.837,1.173,50.573,-12.1030559999999,-76.9891659999995,99560.72,30.19,23/03/2020 11:00:00
17.87,25.753,3.252,143.949,7.988,2.168,0,62.449,2.116,56.498,-12.1030559999999,-76.9891659999995,99453.969,29.196,23/03/2020 13:00:00
40.955,47.216,0,141.766,8.156,2.457,0,63.83,2.791,63.975,-12.1030559999999,-76.9891659999995,99408.244,27.428,23/03/2020 14:00:00
19.348,8.038,0,143.861,12.488,2.779,0.001,64.652,3.11,59.778,-12.1030559999999,-76.9891659999995,99332.801,27.849,23/03/2020 15:00:00
43.175,43.283,0,144.043,22.523,4.141,0.325,63.691,2.491,60.4,-12.1030559999999,-76.9891659999995,99286.994,27.72,23/03/2020 16:00:00
64.818,92.154,0,134.769,42.635,6.282,0.212,68.195,2.357,71.622,-12.1030559999999,-76.9891659999995,99327.197,25.717,23/03/2020 17:00:00
36.634,175.005,5.292,117.945,29.683,5.37,0.001,70.573,0.705,80.795,-12.1030559999999,-76.9891659999995,99417.99,24.268,23/03/2020 18:00:00
7.519,161.458,54.058,107.94,16.562,4.604,0,63.07,0.011,84.803,-12.1030559999999,-76.9891659999995,99486.157,23.247,23/03/2020 19:00:00
0.109,135.41,69.259,105.803,15.573,5.003,0,65.716,0,89.352,-12.1030559999999,-76.9891659999995,99539.508,22.836,23/03/2020 20:00:00
0,113.58,79.501,103.998,15.048,5.385,0,64.655,0,94.168,-12.1030559999999,-76.9891659999995,99583.853,22.225,23/03/2020 21:00:00
0,88.025,70.393,104.177,14.498,4.965,0,58.056,0,93.484,-12.1030559999999,-76.9891659999995,99642.812,22.376,23/03/2020 22:00:00
0,76.312,82.381,102.403,17.939,5.682,0,54.263,0,95.817,-12.1030559999999,-76.9891659999995,99685.135,22.001,23/03/2020 23:00:00
0,60.785,75.549,102.512,16.955,5.431,0,50.902,0,95.279,-12.1030559999999,-76.9891659999995,99666.262,21.956,24/03/2020 00:00:00
0,51.387,71.569,102.543,13.059,4.774,0,51.199,0,95.751,-12.1030559999999,-76.9891659999995,99613.743,21.771,24/03/2020 01:00:00
0,50.263,73.927,102.314,17.772,5.914,0,50.631,0,95.91,-12.1030559999999,-76.9891659999995,99576.587,21.726,24/03/2020 02:00:00
0,45.497,65.515,102.932,19.52,6.21,0,50.553,0,94.917,-12.1030559999999,-76.9891659999995,99541.324,21.856,24/03/2020 03:00:00
0,44.658,63.982,103.109,22.538,6.806,0,50.132,0,94.785,-12.1030559999999,-76.9891659999995,99528.657,21.9,24/03/2020 04:00:00
0,45.503,64.311,103.085,18.025,6.122,0,50.796,0,94.9,-12.1030559999999,-76.9891659999995,99533.093,21.838,24/03/2020 05:00:00
0,41.346,66.256,102.982,18.872,6.263,0,50.932,0,95.513,-12.1030559999999,-76.9891659999995,99561.185,21.691,24/03/2020 06:00:00
17.021,39.555,56.598,104.385,21.778,6.73,0,53.008,0.009,92.447,-12.1030559999999,-76.9891659999995,99579.878,22.401,24/03/2020 07:00:00
54.971,22.6,470.757,101.35,16.146,5.677,0,56.978,0.306,78.432,-12.1030559999999,-76.9891659999995,99598.796,25.413,24/03/2020 08:00:00
4.322,11.35,1157.912,94.459,17.444,5.999,0,57.05,0.656,73.593,-12.1030559999999,-76.9891659999995,99630.174,26.487,24/03/2020 09:00:00
0.723,5.366,0,131.423,14.988,5.384,0,57.826,0.888,70.791,-12.1030559999999,-76.9891659999995,99618.837,27.097,24/03/2020 10:00:00
11.234,2.578,0,137.204,11.9,4.309,0,58.784,1.206,68.738,-12.1030559999999,-76.9891659999995,99569.379,27.522,24/03/2020 11:00:00
2.603,3.002,0,139.854,9.907,3.605,0,60.742,1.315,67.145,-12.1030559999999,-76.9891659999995,99486.497,27.941,24/03/2020 12:00:00
26.799,1.42,0,138.404,8.397,2.771,0.134,61.978,2.159,67.963,-12.1030559999999,-76.9891659999995,99404.581,27.474,24/03/2020 13:00:00
1.418,0,0,143.463,7.895,2.54,0.006,63.626,2.767,64.886,-12.1030559999999,-76.9891659999995,99296.747,28.051,24/03/2020 14:00:00
34.118,5.451,0,143.758,7.02,2.286,0.204,61.73,3.047,66.735,-12.1030559999999,-76.9891659999995,99234.337,27.191,24/03/2020 15:00:00
13.676,36.226,0,140.217,6.948,2.286,0.033,62.406,2.847,73.243,-12.1030559999999,-76.9891659999995,99197.687,25.73,24/03/2020 16:00:00
26.064,43.011,0,136.644,7.787,2.533,0.151,59.352,2.549,76.617,-12.1030559999999,-76.9891659999995,99255.963,24.726,24/03/2020 17:00:00
10.235,91.799,0,127.473,15.546,4.746,0.047,58.362,1.576,77.268,-12.1030559999999,-76.9891659999995,99319.639,24.442,24/03/2020 18:00:00
12.326,173.438,42.937,109.38,13.345,4.575,0,56.003,0.033,87.013,-12.1030559999999,-76.9891659999995,99390.997,22.824,24/03/2020 19:00:00
15.43,140.825,84.102,104.416,15.058,5.424,0,62.839,0,90.762,-12.1030559999999,-76.9891659999995,99473.942,22.343,24/03/2020 20:00:00
0,107.184,78.18,104.032,14.572,5.388,0,58.026,0,91.487,-12.1030559999999,-76.9891659999995,99498.568,22.279,24/03/2020 21:00:00
0,89.05,75.773,103.606,15.559,5.831,0,55.183,0,93.252,-12.1030559999999,-76.9891659999995,99533.931,22.111,24/03/2020 22:00:00
0,71.88,72.675,103.288,16.528,5.761,0,51.906,0,94.003,-12.1030559999999,-76.9891659999995,99555.495,21.896,24/03/2020 23:00:00
0,61.014,75.833,102.557,19.527,6.147,0,50.679,0,94.281,-12.1030559999999,-76.9891659999995,99561.425,21.747,25/03/2020 00:00:00
0,51.78,70.097,102.86,22.961,6.768,0,50.507,0,94.143,-12.1030559999999,-76.9891659999995,99511.727,21.675,25/03/2020 01:00:00
0,46.236,68.335,102.821,24.248,7.248,0,50.833,0,93.563,-12.1030559999999,-76.9891659999995,99452.605,21.654,25/03/2020 02:00:00
0,40.185,63.267,103.233,18.288,6.138,0,50.695,0,93.011,-12.1030559999999,-76.9891659999995,99414.86,21.678,25/03/2020 03:00:00
0,43.379,58.591,103.613,25.591,7.531,0,50.748,0,91.884,-12.1030559999999,-76.9891659999995,99375.864,21.859,25/03/2020 04:00:00
0,46.792,77.043,101.852,26.816,7.506,0,50.317,0,93.988,-12.1030559999999,-76.9891659999995,99381.509,21.373,25/03/2020 05:00:00
1.98,42.059,71.086,102.168,13.108,4.414,0,52.502,0,92.221,-12.1030559999999,-76.9891659999995,99397.963,21.561,25/03/2020 06:00:00
33.56,43.852,76.294,101.81,8.662,3.273,0.19,53.87,0,92.316,-12.1030559999999,-76.9891659999995,99446.729,21.352,25/03/2020 07:00:00
52.516,39.235,52.612,104.787,10.029,3.821,0.103,58.279,0.373,90.044,-12.1030559999999,-76.9891659999995,99468.862,21.973,25/03/2020 08:00:00
10.662,23.096,10.107,110.692,12.235,4.227,0.105,60.311,1.313,86.557,-12.1030559999999,-76.9891659999995,99487.025,22.831,25/03/2020 09:00:00
6.397,15.328,0,115.43,9.383,3.151,0,58.194,1.655,83.466,-12.1030559999999,-76.9891659999995,99487.002,23.388,25/03/2020 10:00:00
6.182,12.495,0,118.806,6.657,2.293,0,57.292,2.301,81.49,-12.1030559999999,-76.9891659999995,99489.191,23.864,25/03/2020 11:00:00
4.868,0.884,0,125.685,10.332,3.089,0,57.586,2.856,76.673,-12.1030559999999,-76.9891659999995,99452.796,24.874,25/03/2020 12:00:00
3.554,1.294,0,133.01,6.4,2.286,0,58.929,3.479,72.312,-12.1030559999999,-76.9891659999995,99372.114,25.985,25/03/2020 13:00:00
9.131,37.469,0,126.771,6.806,2.509,0,58.187,2.707,78.125,-12.1030559999999,-76.9891659999995,99302.481,24.656,25/03/2020 14:00:00
2.997,5.287,0,132.319,8.575,3.504,0.004,58.535,3.14,76.559,-12.1030559999999,-76.9891659999995,99223.798,25.316,25/03/2020 15:00:00
1.194,6.728,0,138.871,11.999,4.678,0.053,60.407,2.635,76.722,-12.1030559999999,-76.9891659999995,99179.285,25.174,25/03/2020 16:00:00
5.4,101.62,0.07,121.491,12.296,4.893,0.037,57.061,1.415,84.915,-12.1030559999999,-76.9891659999995,99230.214,23.036,25/03/2020 17:00:00
7.229,111.111,22.039,110.958,14.415,5.439,0,56.747,0.529,87.865,-12.1030559999999,-76.9891659999995,99270.952,22.243,25/03/2020 18:00:00
10.247,113.268,92.893,102.854,16.191,6.248,0,53.307,0,90.6,-12.1030559999999,-76.9891659999995,99313.068,21.643,25/03/2020 19:00:00
1.36,94.755,100.284,101.371,22.461,8.126,0,53.363,0,91.222,-12.1030559999999,-76.9891659999995,99354.637,21.537,25/03/2020 20:00:00
3.867,80.438,99.284,100.93,20.633,7.841,0,54.371,0,92.192,-12.1030559999999,-76.9891659999995,99388.789,21.426,25/03/2020 21:00:00
0,70.779,96.869,100.641,17.632,6.092,0,54.033,0,94.186,-12.1030559999999,-76.9891659999995,99427.392,21.229,25/03/2020 22:00:00
0,55.868,91.371,100.776,17.031,6.017,0,51.022,0,92.577,-12.1030559999999,-76.9891659999995,99433.543,21.428,25/03/2020 23:00:00
0,46.735,85.591,101.12,13.768,5.162,0,51.108,0,90.838,-12.1030559999999,-76.9891659999995,99403.182,21.536,26/03/2020 00:00:00
0,49.02,84.129,101.237,18.001,6.056,0,50.657,0,92.202,-12.1030559999999,-76.9891659999995,99368.128,21.503,26/03/2020 01:00:00
0,53.825,93.8,100.02,26.378,8.098,0,50.778,0,96.113,-12.1030559999999,-76.9891659999995,99336.553,20.997,26/03/2020 02:00:00
0,46.957,92.159,99.952,17.418,5.982,0,50.615,0,96.038,-12.1030559999999,-76.9891659999995,99297.735,20.956,26/03/2020 03:00:00
0,46.184,86.184,100.658,26.159,6.967,0,50.371,0,95.239,-12.1030559999999,-76.9891659999995,99311.634,21.156,26/03/2020 04:00:00
0,42.687,83.582,100.744,20.255,6.038,0,50.717,0,95.119,-12.1030559999999,-76.9891659999995,99317.238,21.06,26/03/2020 05:00:00
6.368,44.158,83.985,100.719,27.519,6.793,0,51.76,0,95.277,-12.1030559999999,-76.9891659999995,99346.109,20.995,26/03/2020 06:00:00
4.537,45.558,89.323,100.33,26.649,7.439,0.143,54.216,0,95.458,-12.1030559999999,-76.9891659999995,99377.835,20.946,26/03/2020 07:00:00
27.528,46.528,83.03,101.301,22.527,6.941,0.032,58.047,0.054,95.263,-12.1030559999999,-76.9891659999995,99433.527,21.056,26/03/2020 08:00:00
12.937,32.995,47.45,105.096,12.967,5.274,0.133,55.28,0.743,91.857,-12.1030559999999,-76.9891659999995,99488.776,21.703,26/03/2020 09:00:00
5.835,15.737,13.997,111.988,8.462,4.043,0,57.506,1.665,84.727,-12.1030559999999,-76.9891659999995,99495.516,23.207,26/03/2020 10:00:00
26.586,0.498,214.417,116.007,7.846,3.037,0.133,56.061,2.574,74.764,-12.1030559999999,-76.9891659999995,99449.053,25.416,26/03/2020 11:00:00
27.49,0.022,313.539,122.301,7.549,2.986,0,60.35,1.998,66.449,-12.1030559999999,-76.9891659999995,99396.866,27.68,26/03/2020 12:00:00
