CO (ug/m3),H2S (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),Ruido (dB),UV,Humedad (%),Latitud,Longitud,Presion (hPa),Temperatura (C),Fecha
9.078,11.338,48.602,9.277,18.288,7.654,0.035,63.811,0,82.451,-12.0588889999999,-77.0719450000014,99486.249,23.256,21/03/2020 02:00:00
17.003,18.834,48.707,8.706,20.094,8.644,0.018,65.25,0,81.207,-12.0588889999999,-77.0719450000014,99409.047,23.517,21/03/2020 03:00:00
19.748,23.997,48.513,8.525,28.052,10.601,0.001,66.36,0,79.728,-12.0588889999999,-77.0719450000015,99350.549,23.798,21/03/2020 04:00:00
32.57,13.791,48.776,9.437,27.057,9.489,0,68.898,0,82.417,-12.0588889999999,-77.0719450000015,99333.721,23.317,21/03/2020 05:00:00
384.125,25.342,50.53,10.053,41.658,13.044,0.083,71.993,0,84.048,-12.0588889999999,-77.0719450000015,99323.41,22.683,21/03/2020 06:00:00
716.475,56.174,50.932,9.647,30.725,10.115,0.285,74.362,0.002,82.648,-12.0588889999999,-77.0719450000014,99355.904,22.971,21/03/2020 07:00:00
1568.055,129.163,48.923,7.734,22.586,5.743,3.417,73.945,0.105,73.98,-12.0588889999999,-77.0719450000014,99421.703,24.851,21/03/2020 08:00:00
576.743,146.958,41.93,4.988,18.098,4.876,3.063,73.867,0.365,60.413,-12.0588889999999,-77.0719450000015,99466.046,28.161,21/03/2020 09:00:00
250.208,102.439,36.646,5.679,26.375,6.223,4.06,72.948,1.272,50.477,-12.0588889999999,-77.0719450000015,99442.585,31.12,21/03/2020 10:00:00
191.037,117.908,36.52,10.669,50.68,8.44,6.059,73.967,3.442,48.343,-12.0588889999999,-77.0719450000014,99384.125,32.068,21/03/2020 11:00:00
505.177,124.386,35.028,14.437,45.811,6.666,8.467,74.11,5.077,48.211,-12.0588889999999,-77.0719450000014,99338.702,32.492,21/03/2020 12:00:00
389.421,108.377,28.811,12.257,26.958,4.567,9.336,74.638,5.137,46.065,-12.0588889999999,-77.0719450000015,99278.729,32.895,21/03/2020 13:00:00
364.952,87.071,24.101,11.426,31.568,5.111,7.892,73.721,4.847,46.364,-12.0588889999999,-77.0719450000015,99243.423,32.523,21/03/2020 14:00:00
298.714,86.235,14.255,12.821,50.174,6.798,5.33,73.427,4.891,45.463,-12.0588889999999,-77.0719450000015,99222.131,32.798,21/03/2020 15:00:00
536.935,57.068,23.802,19.697,30.083,5.596,5.728,73.948,3.719,53.273,-12.0588889999999,-77.0719450000014,99255.472,30.106,21/03/2020 16:00:00
813.311,73.715,38.179,17.725,36.828,7.437,4.753,73.016,1.487,52.233,-12.0588889999999,-77.0719450000014,99276.693,29.606,21/03/2020 17:00:00
893.447,38.311,48.319,18.269,32.578,7.343,3.377,72.37,0.222,57.382,-12.0588889999999,-77.0719450000014,99321.496,28.167,21/03/2020 18:00:00
600.84,15.227,51.015,15.203,27.919,6.925,1.552,71.446,0.035,62.843,-12.0588889999999,-77.0719450000014,99393.639,26.319,21/03/2020 19:00:00
463.38,21.483,50.29,12.63,27.427,7.257,0.895,69.984,0,63.066,-12.0588889999999,-77.0719450000014,99456.8,25.977,21/03/2020 20:00:00
184.021,22.174,49.161,11.495,21.237,6.393,0.247,64.659,0,63.711,-12.0588889999999,-77.0719450000015,99500.811,25.854,21/03/2020 21:00:00
74.352,19.164,47.986,11.113,20.912,7.104,0.074,64.72,0,64.265,-12.0588889999999,-77.0719450000014,99548.039,25.381,21/03/2020 22:00:00
45.503,4.42,48.908,10.999,17.666,6.629,0.057,64.225,0,69.088,-12.0588889999999,-77.0719450000015,99548.25,24.709,21/03/2020 23:00:00
24.384,18.225,48.37,9.95,16.57,5.824,0.017,65.823,0,67.864,-12.0588889999999,-77.0719450000014,99498.656,24.893,22/03/2020 00:00:00
9.932,22.76,47.248,9.773,16.969,6.156,0.108,63.582,0,66.404,-12.0588889999999,-77.0719450000015,99438.457,24.942,22/03/2020 01:00:00
26.441,20.277,47.163,9.928,15.707,5.526,0.082,65.291,0,65.456,-12.0588889999999,-77.0719450000014,99380.641,24.772,22/03/2020 02:00:00
2.795,20.448,46.859,9.9,15.004,5.262,0.036,66.237,0,63.453,-12.0588889999999,-77.0719450000015,99317.014,24.685,22/03/2020 03:00:00
8.385,14.844,46.878,9.928,17.06,5.829,0.003,61.54,0,63.37,-12.0588889999999,-77.0719450000014,99302.398,24.449,22/03/2020 04:00:00
59.099,19.992,47.688,10.192,18.295,5.484,0,66.46,0,63.582,-12.0588889999999,-77.0719450000014,99311.058,24.469,22/03/2020 05:00:00
422.756,39.101,47.919,10.298,31.172,6.014,0.067,69.799,0,62.413,-12.0588889999999,-77.0719450000015,99330.752,24.626,22/03/2020 06:00:00
720.802,55.135,47.827,10.38,33.176,6.53,0.33,71.221,0.053,60.122,-12.0588889999999,-77.0719450000014,99367.405,24.821,22/03/2020 07:00:00
1092.165,72.463,47.156,10.07,31.74,6.33,1.155,71.679,0.275,57.533,-12.0588889999999,-77.0719450000014,99400.083,25.633,22/03/2020 08:00:00
619.338,93.882,42.952,8.434,20.517,4.636,1.304,70.009,0.883,53.92,-12.0588889999999,-77.0719450000014,99446.839,27.662,22/03/2020 09:00:00
174.232,86.596,37.797,9.374,20.86,4.984,1.654,69.862,1.516,48.579,-12.0588889999999,-77.0719450000014,99459.191,29.604,22/03/2020 10:00:00
151.599,101.806,35.03,11.304,30.827,5.911,3.928,69.987,3.319,44.35,-12.0588889999999,-77.0719450000014,99427.924,31.326,22/03/2020 11:00:00
153.22,113.681,29.489,13.114,29.286,4.619,7.573,70.955,5.205,42.135,-12.0588889999999,-77.0719450000014,99381.417,32.505,22/03/2020 12:00:00
123.773,102.891,23.335,12.194,38.494,6.017,8.497,71.711,5.409,39.443,-12.0588889999999,-77.0719450000015,99320.521,32.531,22/03/2020 13:00:00
292.627,79.517,25.489,16.107,17.679,4.222,9.165,71.075,4.979,47.149,-12.0588889999999,-77.0719450000014,99276.801,31.223,22/03/2020 14:00:00
408.813,73.206,25.807,15.264,15.684,3.865,6.963,71.242,4.427,49.975,-12.0588889999999,-77.0719450000014,99257.051,30.594,22/03/2020 15:00:00
335.511,85.307,8.396,14.81,22.847,4.86,3.622,69.816,4.155,47.31,-12.0588889999999,-77.0719450000015,99234.809,31.573,22/03/2020 16:00:00
468.202,67.448,19.648,21.535,31.836,5.526,3.197,70.69,2.319,48.714,-12.0588889999999,-77.0719450000014,99255.114,30.372,22/03/2020 17:00:00
693.009,16.9,47.747,19.265,27.445,5.561,3.047,70.197,0.143,54.019,-12.0588889999999,-77.0719450000015,99294.771,27.293,22/03/2020 18:00:00
684.108,19.814,50.694,15.051,26.767,6.019,2.891,69.3,0,57.407,-12.0588889999999,-77.0719450000014,99337.501,26.191,22/03/2020 19:00:00
420.093,14.476,50.518,13.241,18.097,4.695,0.922,68.709,0,61.359,-12.0588889999999,-77.0719450000015,99369.386,25.435,22/03/2020 20:00:00
101.799,26.442,47.777,11.37,12.002,3.483,0.177,65.223,0,57.578,-12.0588889999999,-77.0719450000014,99401.988,25.749,22/03/2020 21:00:00
5.25,25.093,45.733,10.721,12.966,3.132,0.029,63.477,0,54.221,-12.0588889999999,-77.0719450000014,99456.262,25.852,22/03/2020 22:00:00
11.465,20.283,45.179,10.71,14.635,3.639,0.037,64.771,0,51.903,-12.0588889999999,-77.0719450000014,99491.274,26.013,22/03/2020 23:00:00
4.413,11.205,46.469,11.082,17.076,5.3,0.017,64.926,0,53.704,-12.0588889999999,-77.0719450000015,99465.099,25.938,23/03/2020 00:00:00
30.774,7.815,48.111,11.365,19.355,7.054,0.036,63.198,0,58.728,-12.0588889999999,-77.0719450000014,99396.405,25.634,23/03/2020 01:00:00
33.917,0.152,50.868,12.203,20.244,8.085,0.058,65.641,0,71.382,-12.0588889999999,-77.0719450000014,99357.698,24.057,23/03/2020 02:00:00
29.21,5.144,50.883,10.518,21.229,8.677,0.04,63.155,0,74.852,-12.0588889999999,-77.0719450000014,99340.59,23.768,23/03/2020 03:00:00
22.608,21.298,50.13,9.9,19.544,8.143,0.011,64.095,0,73.805,-12.0588889999999,-77.0719450000014,99343.102,23.909,23/03/2020 04:00:00
50.967,34.149,48.927,9.268,23.857,7.918,0,66.017,0,71.268,-12.0588889999999,-77.0719450000015,99352.856,24.042,23/03/2020 05:00:00
504.753,59.698,48.462,9.46,42.603,10.829,0.194,72.133,0,67.217,-12.0588889999999,-77.0719450000014,99372.425,24.512,23/03/2020 06:00:00
1398.875,121.561,48.759,9.667,39.035,9.166,2.241,74.715,0.085,60.7,-12.0588889999999,-77.0719450000014,99410.548,25.842,23/03/2020 07:00:00
1626.831,174.518,45.918,8.797,20.975,5.042,3.986,74.659,0.242,54.971,-12.0588889999999,-77.0719450000015,99465.48,27.958,23/03/2020 08:00:00
600.107,114.897,40.36,8.059,19.994,3.453,1.647,73.22,0.309,47.032,-12.0588889999999,-77.0719450000015,99481.381,30.126,23/03/2020 09:00:00
147.628,104.337,35.049,9.288,39.165,5.252,4.391,73.189,1.393,41.892,-12.0588889999999,-77.0719450000014,99460.866,31.376,23/03/2020 10:00:00
158.176,96.588,35.423,12.733,46.298,5.658,7.001,74.518,3.745,42.043,-12.0588889999999,-77.0719450000014,99423.438,31.654,23/03/2020 11:00:00
541.376,105.811,32.251,15.081,52.318,6.571,9.696,75.402,5.219,47.647,-12.0588889999999,-77.0719450000014,99323.434,31.527,23/03/2020 13:00:00
617.428,56.013,33.983,12.928,30.582,5.396,7.918,74.21,4.975,54.137,-12.0588889999999,-77.0719450000014,99280.825,29.904,23/03/2020 14:00:00
289.564,77.06,23.604,13.341,42.274,5.664,4.207,74.53,4.903,48.601,-12.0588889999999,-77.0719450000015,99208.349,30.471,23/03/2020 15:00:00
504.946,43.812,29.567,18.28,67.624,8.462,3.811,74.425,2.748,50.833,-12.0588889999999,-77.0719450000014,99173.704,29.365,23/03/2020 16:00:00
512.126,29.975,33.226,14.613,140.466,14.586,3.212,74.489,3.452,59.208,-12.0588889999999,-77.0719450000014,99214.966,27.852,23/03/2020 17:00:00
713.013,8.873,46.143,16.914,142.955,14.389,2.62,75.465,1.834,70.835,-12.0588889999999,-77.0719450000015,99290.886,25.624,23/03/2020 18:00:00
672.058,4.725,54.425,14.934,56.55,9.792,1.509,74.233,0.055,77.079,-12.0588889999999,-77.0719450000014,99350.874,24.036,23/03/2020 19:00:00
371.278,4.157,53.847,12.163,34.611,8.426,0.545,72.174,0,81.726,-12.0588889999999,-77.0719450000014,99407.067,23.387,23/03/2020 20:00:00
94.483,2.6,52.36,10.848,22.601,7.79,0.03,67.311,0,86.237,-12.0588889999999,-77.0719450000013,99456.517,22.723,23/03/2020 21:00:00
9.673,12.107,50.848,9.431,21.688,7.482,0.014,66.131,0,85.64,-12.0588889999999,-77.0719450000014,99517.198,22.829,23/03/2020 22:00:00
4.895,10.788,50.101,9.275,20.029,7.457,0.001,65.535,0,87.071,-12.0588889999999,-77.0719450000014,99559.647,22.575,23/03/2020 23:00:00
6.527,15.127,49.316,8.534,19.829,7.329,0.005,63.824,0,86.919,-12.0588889999999,-77.0719450000015,99537.033,22.565,24/03/2020 00:00:00
13.47,14.297,49.455,8.688,19.011,7.728,0.015,64.735,0,87.335,-12.0588889999999,-77.0719450000014,99482.362,22.433,24/03/2020 01:00:00
38.097,9.6,49.504,8.776,19.057,7.76,0.005,64.958,0,87.676,-12.0588889999999,-77.0719450000014,99443.47,22.336,24/03/2020 02:00:00
25.33,8.455,49.552,8.501,27.013,9.525,0,65.706,0,88.776,-12.0588889999999,-77.0719450000014,99408.463,22.145,24/03/2020 03:00:00
25.01,18.581,49.123,8.361,29.861,10.396,0,64.811,0,89.507,-12.0588889999999,-77.0719450000014,99397.699,22.001,24/03/2020 04:00:00
40.039,15.515,49.062,8.364,22.314,8.856,0.002,68.465,0,89.336,-12.0588889999999,-77.0719450000014,99402.056,21.999,24/03/2020 05:00:00
457.447,43.213,49.935,8.84,23.776,9.762,0.066,72.202,0,87.984,-12.0588889999999,-77.0719450000015,99428.47,22.196,24/03/2020 06:00:00
1053.045,76.103,50.886,8.956,42.766,13.044,0.904,74.003,0.023,84.897,-12.0588889999999,-77.0719450000014,99443.109,22.881,24/03/2020 07:00:00
1238.437,138.945,48.477,7.208,53.9,13.721,3.122,74.983,0.158,75.847,-12.0588889999999,-77.0719450000015,99463.672,25.04,24/03/2020 08:00:00
702.33,124.491,45.604,7.964,39.585,9.929,1.465,74.38,0.39,70.943,-12.0588889999999,-77.0719450000014,99496.257,26.264,24/03/2020 09:00:00
406.935,84.217,44.314,7.634,22.116,7.254,2.064,73.999,1.354,67.511,-12.0588889999999,-77.0719450000014,99485.097,27.073,24/03/2020 10:00:00
290.307,84.684,43.425,9.238,35.613,8.368,3.052,75.083,3.684,62.489,-12.0588889999999,-77.0719450000014,99438.43,28.387,24/03/2020 11:00:00
237.835,89.638,37.846,10.573,33.589,7.56,3.405,74.297,5.105,55.811,-12.0588889999999,-77.0719450000014,99345.592,30.237,24/03/2020 12:00:00
326.75,74.884,32.783,13.376,30.656,7.644,3.671,74.493,5.128,53.162,-12.0588889999999,-77.0719450000014,99264.266,30.836,24/03/2020 13:00:00
383.038,69.04,28.557,12.199,29.435,5.551,4.559,74.12,4.84,52.29,-12.0588889999999,-77.0719450000014,99167.571,30.793,24/03/2020 14:00:00
442.468,54.02,27.811,14.944,28.029,4.951,4.651,73.954,4.492,55.063,-12.0588889999999,-77.0719450000015,99114.262,29.834,24/03/2020 15:00:00
740.438,51.348,29.72,12.751,26.813,5.302,4.113,75.072,4.538,57.823,-12.0588889999999,-77.0719450000015,99084.738,29.317,24/03/2020 16:00:00
698.794,46.499,24.809,12.473,27.478,5.356,2.42,74.165,4.019,59.001,-12.0588889999999,-77.0719450000014,99136.464,28.858,24/03/2020 17:00:00
862.051,49.568,36.303,17.072,24.776,6.292,2.237,73.943,2.206,64.956,-12.0588889999999,-77.0719450000015,99204.849,26.837,24/03/2020 18:00:00
777.419,4.811,55.099,17.636,31.363,9.155,1.19,72.465,0.06,75.337,-12.0588889999999,-77.0719450000014,99266.842,24.158,24/03/2020 19:00:00
457.229,1.002,55.637,12.716,25.673,8.252,0.42,70.121,0,82.311,-12.0588889999999,-77.0719450000015,99348.684,23.101,24/03/2020 20:00:00
104.489,4.168,53.08,10.918,23.73,8.423,0.036,66.007,0,84.501,-12.0588889999999,-77.0719450000014,99365.219,22.762,24/03/2020 21:00:00
15.919,3.204,51.727,9.848,20.117,7.821,0.008,64.736,0,85.776,-12.0588889999999,-77.0719450000015,99405.358,22.558,24/03/2020 22:00:00
21.196,8.495,50.601,9.063,22.344,8.618,0.028,66.442,0,87.185,-12.0588889999999,-77.0719450000014,99435.939,22.211,24/03/2020 23:00:00
10.402,15.487,49.15,8.266,20.504,7.886,0,64.856,0,85.538,-12.0588889999999,-77.0719450000014,99433.872,22.482,25/03/2020 00:00:00
18.5,10.707,48.974,8.406,26.089,8.862,0.003,63.987,0,86.119,-12.0588889999999,-77.0719450000015,99379.191,22.298,25/03/2020 01:00:00
0,8.249,48.895,8.212,33.649,10.715,0,65.367,0,86.398,-12.0588889999999,-77.0719450000014,99321.166,22.17,25/03/2020 02:00:00
9.098,10.167,49.003,8.217,38.566,11.698,0,65.72,0,86.222,-12.0588889999999,-77.0719450000014,99280.254,22.147,25/03/2020 03:00:00
2.884,10.529,48.986,8.332,34.977,11.412,0,66.954,0,86.451,-12.0588889999999,-77.0719450000014,99242.032,22.05,25/03/2020 04:00:00
13.484,9.009,48.988,8.338,22.107,7.837,0,67.381,0,86.906,-12.0588889999999,-77.0719450000014,99250.941,21.75,25/03/2020 05:00:00
444.33,46.432,51.102,9.14,25.256,8.251,0.09,72.514,0,84.704,-12.0588889999999,-77.0719450000014,99266.533,22.123,25/03/2020 06:00:00
469.991,40.635,50.246,8.855,26.656,7.176,0.061,75.114,0,85.318,-12.0588889999999,-77.0719450000014,99314.367,21.865,25/03/2020 07:00:00
936.302,67.972,50.129,8.304,38.996,8.399,0.564,75.343,0.245,82.746,-12.0588889999999,-77.0719450000014,99337.139,22.495,25/03/2020 08:00:00
555.276,68.448,47.94,7.3,30.165,6.916,0.425,74.063,0.723,78.177,-12.0588889999999,-77.0719450000014,99352.709,23.556,25/03/2020 09:00:00
255.341,53.535,45.601,7.461,36.202,8.476,0.22,74.147,0.925,74.726,-12.0588889999999,-77.0719450000014,99353.146,24.338,25/03/2020 10:00:00
182.087,56.114,44.527,7.259,28.332,7,0.28,74.485,1.462,70.466,-12.0588889999999,-77.0719450000014,99352.511,25.336,25/03/2020 11:00:00
242.641,68.687,42.287,7.02,29.726,6.065,0.843,74.631,2.432,65.445,-12.0588889999999,-77.0719450000015,99321.027,26.778,25/03/2020 12:00:00
320.559,78.589,38.795,9.014,27.509,5.315,1.687,75.158,3.073,62.007,-12.0588889999999,-77.0719450000014,99240.04,27.827,25/03/2020 13:00:00
290.46,28.601,43.308,12.974,30.277,5.636,1.399,74.214,1.716,67.717,-12.0588889999999,-77.0719450000014,99171.01,26.268,25/03/2020 14:00:00
430.506,26.348,44.523,8.745,28.593,6.921,1.024,74.173,3.375,67.992,-12.0588889999999,-77.0719450000015,99097.13,26.53,25/03/2020 15:00:00
303.061,74.468,26.76,6.385,20.474,5.777,0.514,74.78,4.725,60.273,-12.0588889999999,-77.0719450000015,99047.361,28.655,25/03/2020 16:00:00
517.332,42.639,30.955,13.946,32.562,7.406,1.292,73.992,3.523,66.955,-12.0588889999999,-77.0719450000015,99084.724,26.471,25/03/2020 17:00:00
754.666,9.716,51.368,17.423,37.395,10.836,0.929,73.583,0.762,76.838,-12.0588889999999,-77.0719450000014,99141.529,23.703,25/03/2020 18:00:00
647.713,6.324,56.405,14.339,31.858,10.063,0.29,72.509,0,81.094,-12.0588889999999,-77.0719450000014,99181.274,22.654,25/03/2020 19:00:00
447.823,13.189,54.438,11.898,29.14,10.646,0.166,69.982,0,82.307,-12.0588889999999,-77.0719450000014,99222.059,22.381,25/03/2020 20:00:00
94.256,10.492,52.222,10.746,27.965,10.912,0.012,66.781,0,83.621,-12.0588889999999,-77.0719450000014,99260.406,22.131,25/03/2020 21:00:00
27.615,4.933,51.021,10.342,26.729,9.949,0.006,66.634,0,86.507,-12.0588889999999,-77.0719450000013,99300.356,21.742,25/03/2020 22:00:00
12.221,11.535,49.806,9.71,24.46,8.623,0.005,66.33,0,86.297,-12.0588889999999,-77.0719450000014,99306.874,21.749,25/03/2020 23:00:00
19.944,12.618,49.443,9.694,21.06,8.191,0.001,65.52,0,85.28,-12.0588889999999,-77.0719450000014,99276.721,21.797,26/03/2020 00:00:00
11.72,7.93,49.822,9.652,21.96,8.561,0.007,66.954,0,85.771,-12.0588889999999,-77.0719450000015,99240.183,21.708,26/03/2020 01:00:00
15.509,8.551,49.637,9.26,25.469,9.438,0.006,66.55,0,86.504,-12.0588889999999,-77.0719450000014,99205.186,21.722,26/03/2020 02:00:00
0.151,4.396,50.178,9.378,29.762,10.695,0.001,66.116,0,89.169,-12.0588889999999,-77.0719450000015,99164.669,21.385,26/03/2020 03:00:00
9.861,12.055,49.607,9.005,31.941,10.746,0,67.142,0,89.24,-12.0588889999999,-77.0719450000015,99179.278,21.366,26/03/2020 04:00:00
26.211,16.84,49.531,9.135,29.557,9.835,0,68.561,0,89.711,-12.0588889999999,-77.0719450000015,99186.891,21.21,26/03/2020 05:00:00
397.255,42.95,50.73,9.609,39.873,11.206,0.018,72.921,0,88.104,-12.0588889999999,-77.0719450000014,99212.808,21.483,26/03/2020 06:00:00
601.64,50.597,51.239,9.825,48.669,13.148,0.251,74.147,0.002,88.68,-12.0588889999999,-77.0719450000014,99244.055,21.373,26/03/2020 07:00:00
